frame,time,x,y,distancia_px,velocidade_px_s,dx,dy,dt,vx,vy,velocidade_calc,velocidade_suavizada
24,0.8130434782608695,235.7186147186144,202.54112554112524,212.01892347999492,312.69392705351083,8.0649350649351,5.917748917748867,0.03387681159420286,238.0665323980845,174.6843530800737,295.2800315955213,290.347378844129
25,0.8469202898550724,244.3160173160169,209.6926406926404,223.2019239889896,343.4693856227723,8.597402597402521,7.151515151515156,0.03387681159420286,253.78429057573246,211.10354885755993,330.10782251150005,334.49751185117594
26,0.8807971014492754,253.7359307359304,217.268398268398,235.2902188102336,379.02144043487806,9.419913419913485,7.575757575757592,0.03387681159420297,278.0637544273921,223.6266407389402,356.83094873404696,342.706173057469
27,0.9146739130434782,263.8008658008654,226.40259740259708,248.88199984454116,365.65603122314,10.064935064934986,9.134199134199093,0.03387681159420286,297.1039655531614,269.62983540523555,401.2119321357087,360.23352917637646
28,0.9485507246376812,272.27705627705586,233.69696969696932,260.0647397662941,356.50847125031214,8.476190476190482,7.294372294372238,0.03387681159420297,250.206264323911,215.3205083686346,330.10013031056815,360.2027238641695
29,0.982427536231884,281.27705627705586,243.03896103896068,273.0367404691094,356.4353040702599,9.0,9.34199134199136,0.03387681159420275,265.6684491978621,275.7635946940777,382.9168121900586,355.36022280954023
30,1.016304347826087,288.8225108225104,251.28571428571396,284.21452304931535,331.28611970568227,7.545454545454561,8.246753246753286,0.03387681159420297,222.7321341759844,243.43357177581842,329.9537959504653,348.33396774071105
31,1.05018115942029,296.7359307359303,259.3073593073589,295.4825753911974,349.3495501262332,7.913419913419887,8.021645021644957,0.03387681159420297,233.59399958330312,236.78866587957256,332.6184434609002,355.29927865409593
32,1.0840579710144926,305.08658008657966,268.4761904761901,307.8842208296072,365.5036708345269,8.350649350649348,9.168831168831161,0.03387681159420275,246.50045142023853,270.65212862004404,366.0806567915631,356.4257393576345
33,1.1179347826086956,313.50649350649303,277.52813852813813,320.24677337889904,376.7379002926218,8.419913419913371,9.051948051948045,0.03387681159420297,248.5450378498487,267.20188902007004,364.9266848774923,370.2334010210085
34,1.1518115942028986,322.06060606060555,287.5324675324671,333.40957856682473,393.77060998754223,8.554112554112521,10.004329004328952,0.03387681159420297,252.50642405722468,295.3149524272497,388.5491157077516,386.4904735118604
35,1.185688405797101,330.7532467532463,297.8831168831165,346.9261589106637,406.44795509124833,8.692640692640737,10.350649350649405,0.03387681159420253,256.59559691645666,305.53788457532266,398.992104267335,404.9767003628719
36,1.2195652173913043,339.2077922077917,309.0692640692636,360.9479001617752,436.20779848089205,8.454545454545439,11.186147186147139,0.03387681159420319,249.56733106465464,330.2007083825223,413.90380591516004,408.1167967522614
37,1.2534420289855073,347.77489177489133,322.0259740259736,376.4808177207821,419.56947893553024,8.567099567099604,12.956709956709972,0.03387681159420297,252.8897840127792,382.46544898951277,458.51179104662043,396.4917365253135
38,1.28731884057971,354.64935064935014,332.9350649350645,389.37525253892886,355.52549069872657,6.87445887445881,10.909090909090878,0.03387681159420275,202.92520313910586,322.0223626640744,380.62716682444,397.53071530654205
39,1.321195652173913,360.6623376623371,342.3766233766229,400.5689578514567,367.3054063732452,6.012987012986969,9.441558441558414,0.03387681159420297,177.4956594207914,278.70268768664346,330.4238145730121,381.97848615832953
40,1.355072463768116,368.4285714285709,353.65367965367915,414.261524637406,370.1648291737874,7.766233766233768,11.27705627705626,0.03387681159420297,229.24925342037596,332.88422807139267,404.1869981734775,365.64046586943186
41,1.3889492753623187,374.6580086580081,363.1861471861466,425.6489662048981,356.48217488811497,6.229437229437224,9.532467532467479,0.03387681159420275,183.8849920133349,281.38620737551184,336.1426601740975,379.2236139298893
42,1.4228260869565217,381.9523809523804,373.6623376623371,438.4144835881587,412.6822983644306,7.294372294372295,10.476190476190482,0.03387681159420297,215.32050836863627,309.24369747899107,376.82168960213227,420.15554481916877
43,1.4567028985507249,390.1125541125536,386.4805194805189,453.609687144807,491.8131880730689,8.160173160173201,12.818181818181813,0.03387681159420319,240.87783873880042,378.3762761302834,448.54290712672736,427.4012831610768
44,1.4905797101449274,399.4718614718609,402.0043290043284,471.7366090119499,487.7495794512115,9.359307359307309,15.523809523809462,0.03387681159420253,276.2747413014808,458.24293353705434,535.0834690194094,468.9192759411988
45,1.5244565217391304,406.9523809523804,414.9134199134193,486.6564883612478,492.0741569788597,7.48051948051949,12.909090909090935,0.03387681159420297,220.81533439822192,381.05979581915403,440.41568988301714,493.72304638793776
46,1.5583333333333331,415.7922077922072,431.0735930735924,505.0764160246481,522.2865829552684,8.839826839826799,16.160173160173088,0.03387681159420275,260.94034307938045,477.02757135912213,543.7326240747074,501.2031589581478
47,1.592210144927536,423.69696969696906,446.0865800865794,522.043296699159,493.3920059068041,7.90476190476187,15.012987012986969,0.03387681159420297,233.3384262796012,443.1641086186518,500.8405418358273,479.7350619108212
48,1.626086956521739,431.17316017315954,460.75324675324606,538.5055120770294,456.8432268802753,7.476190476190482,14.666666666666686,0.03387681159420297,220.68754774637097,432.9411764705879,485.94346997777785,470.0665616315415
49,1.659963768115942,437.4588744588738,473.8095238095232,552.9960805493806,409.90808613469744,6.285714285714278,13.056277056277168,0.03387681159420297,185.54621848739433,385.40454198208454,427.74298378277604,481.0976278414022
50,1.6938405797101448,444.21212121212056,485.2467532467525,566.2782700868802,495.48057180531214,6.753246753246742,11.437229437229291,0.03387681159420275,199.34717688728438,337.6123341898715,392.0731884866188,478.24767902666764
51,1.7277173913043478,453.4805194805188,503.2943722943716,586.5666845086537,542.7393764430817,9.268398268398244,18.047619047619094,0.03387681159420297,273.59122161261064,532.7425515660811,598.8879551240109,484.9053877003771
52,1.7615942028985507,461.2770562770557,517.8181818181811,603.0508292879151,502.9114055542432,7.796536796536884,14.523809523809462,0.03387681159420297,230.14375998333426,428.72421695950834,486.5907977621547,507.1863934391783
53,1.7954710144927537,467.3549783549777,534.3246753246746,620.6407543777273,529.1900129115529,6.077922077921983,16.506493506493484,0.03387681159420297,179.41245919855226,487.2505035071863,519.2320133463255,534.085535369107
54,1.8293478260869565,473.1774891774885,551.6363636363628,638.905370017792,532.8584553065211,5.8225108225108215,17.311688311688272,0.03387681159420275,171.87304673935762,511.01882075144215,539.1480124767817,499.3917210997195
55,1.8632246376811596,475.4199134199128,569.3333333333325,656.7438453713214,475.99389095667175,2.242424242424306,17.69696969696963,0.03387681159420319,66.19348565872761,522.3918327661578,526.5688981362624,496.514658130051
56,1.8971014492753624,476.2943722943716,583.7186147186139,671.1556807456534,448.8121833454388,0.87445887445881,14.385281385281473,0.03387681159420275,25.81290367386445,424.63504410028924,425.41888377707306,475.1968642576973
57,1.9309782608695647,474.5021645021638,599.6147186147177,687.152496924074,442.4242634491802,-1.7922077922078188,15.896103896103796,0.033876811594202305,-52.90367386624242,469.23258559622724,472.2054829138121,449.42803300514186
58,1.964855072463768,473.45021645021575,613.5541125541117,701.1315275807973,411.47345009928176,-1.0519480519480453,13.939393939393995,0.03387681159420319,-31.052156399749517,411.473018959648,412.6430439845574,433.6128022426956
59,1.9987318840579709,472.9783549783543,627.4458874458866,715.0313140141341,428.8983002690184,-0.4718614718614731,13.891774891774844,0.03387681159420297,-13.92874505173971,410.06736578928866,410.30385621400467,440.88630454373924
60,2.032608695652174,471.679653679653,642.5497835497827,730.1909414033721,454.63956980316107,-1.2987012987013031,15.10389610389609,0.03387681159420297,-38.33599555524694,445.84762830752,447.4927443240308,446.31013872419487
61,2.0664855072463766,470.53246753246685,658.1515151515142,745.8347921131164,480.55552454919234,-1.1471861471861189,15.601731601731558,0.03387681159420275,-33.863462740467405,460.54309327036674,461.78639528229144,468.24800489321626
62,2.10036231884058,468.2900432900426,674.9177489177479,762.7503193347848,510.8285143228768,-2.2424242424242493,16.766233766233654,0.03387681159420319,-66.19348565872593,494.9177026182298,499.32465381609035,491.739345336406
63,2.1342391304347825,466.3939393939387,692.5108225108215,780.4452747864418,525.0464666298085,-1.8961038961039094,17.593073593073655,0.03387681159420275,-55.9705535106611,519.3249531217486,522.3323748296636,529.0097409166083
64,2.1681159420289853,464.2424242424236,710.2597402597393,798.3241197912246,580.8026403274998,-2.1515151515150706,17.748917748917734,0.03387681159420275,-63.50996596985691,523.9252725883761,527.7605584299537,526.0667828563396
65,2.2019927536231885,461.653679653679,731.5757575757565,819.7967580260224,540.4581636029961,-2.588744588744646,21.316017316017223,0.03387681159420319,-76.41641780679316,629.2214737134441,633.8447222250421,481.49537113097557
66,2.235869565217391,459.623376623376,746.5844155844145,834.9421185570799,361.7696000851101,-2.0303030303030027,15.008658008658017,0.03387681159420275,-59.93193971803542,443.0363219668055,447.0716049809484,420.0345023531143
67,2.269746376811594,457.2683982683976,755.6493506493496,844.3079591912091,245.74781306481415,-2.354978354978357,9.06493506493507,0.03387681159420275,-69.51593860684807,267.58524897562467,276.46759518927007,324.1594098147664
68,2.303623188405797,455.1645021645015,762.6233766233755,851.592423282848,131.70656333928127,-2.1038961038960906,6.974025974025949,0.03387681159420319,-62.104312799499034,205.86429613167329,215.02803094035738,206.8610685573064
69,2.3375,453.5281385281378,762.7186147186137,853.2315560551389,47.86905583797852,-1.6363636363637397,0.09523809523818727,0.03387681159420275,-48.30335439961435,2.8113063407208343,48.38509573821385,136.64581491022344
70,2.3713768115942027,451.9307359307353,762.8658008657998,854.8357252544791,71.67417634164121,-1.5974025974024926,0.14718614718606204,0.03387681159420275,-47.15327453295079,4.344746162925487,47.35301593774235,83.45002187041422
71,2.405253623188406,451.85281385281314,759.6147186147175,858.0877411913297,53.241983367875946,-0.07792207792215322,-3.2510822510822663,0.03387681159420319,-2.3001597333170163,-95.96777553996768,95.99533674553359,52.09387748522465
72,2.4391304347826086,451.9870129870124,759.9437229437218,858.4430625333897,34.367969502316555,0.13419913419926388,0.3290043290043059,0.03387681159420275,3.9613862073793578,9.711785540661905,10.488629990223941,50.50025044373767
73,2.473007246376812,452.83116883116816,761.7272727272716,860.4162956467402,49.33213477259597,0.8441558441557504,1.7835497835498018,0.03387681159420319,24.918397110907495,52.64810056253914,58.24730901440956,48.85620152874293
74,2.5068840579710145,453.722943722943,762.7662337662327,861.7854934038518,39.7748659467743,0.891774891774844,1.0389610389611335,0.03387681159420275,26.32405028126824,30.66879644420044,40.41696053077891,37.03298149559033
75,2.5407608695652173,454.4761904761898,763.8571428571418,863.1111869264673,38.00600397127164,0.753246753246799,1.0909090909090082,0.03387681159420275,22.234877422044647,32.20223626640509,39.13277136276865,37.28458450733563
76,2.57463768115942,455.675324675324,764.207792207791,864.3605378758183,24.312940814363174,1.199134199134221,0.3506493506492916,0.03387681159420275,35.39690256267877,10.350718799914963,36.87923657977057,28.864865551233503
77,2.6085144927536232,456.06060606060544,764.3073593073582,864.7584767570056,13.947679641425566,0.38528138528141653,0.09956709956713894,0.03387681159420319,11.373012014724068,2.939092992570065,11.746645048950466,24.315877598439354
78,2.642391304347826,456.41125541125473,763.8874458874448,865.305543706596,16.91036750035346,0.3506493506492916,-0.4199134199134278,0.03387681159420275,10.350718799914963,-12.395305229530116,16.148714233898925,19.5108224281484
79,2.6762681159420287,456.658008658008,763.3419913419903,865.9042154246021,16.389758139061087,0.24675324675325783,-0.5454545454545041,0.03387681159420275,7.283839155497269,-16.101118133202544,17.672020766808163,13.118517352210986
80,2.710144927536232,456.9567099567093,762.9264069264059,866.4160092036991,10.012603355698957,0.29870129870130313,-0.41558441558436243,0.03387681159420319,8.81727897770684,-12.267518577677329,15.107495511313891,12.37340712876527
81,2.7440217391304347,456.8874458874452,763.077922077921,866.582605579499,6.469402565902783,-0.06926406926407935,0.1515151515151274,0.03387681159420275,-2.0445864296134744,4.472532814778112,4.91771120008349,13.082562161225928
82,2.777898550724637,456.7835497835491,763.3290043290033,866.8543346674034,13.857791663962416,-0.10389610389609061,0.25108225108226634,0.033876811594202305,-3.0668796444194126,7.4116258073483126,8.021093931721886,13.064033047192606
83,2.8117753623188406,456.5974025974019,763.9696969696959,867.5215211741225,18.63693229641831,-0.1861471861471955,0.6406926406925777,0.03387681159420364,-5.4948260295855444,18.91242447391953,19.694489396202208,15.916106688466417
84,2.845652173913044,456.4155844155838,764.5367965367955,868.1170543556029,23.473619457159657,-0.18181818181813014,0.5670995670996035,0.03387681159420319,-5.3670393777329926,16.74005139245874,17.579375196641557,19.58968231138224
85,2.879528985507246,455.7056277056271,765.2337662337652,869.111943941691,26.32672651617395,-0.7099567099567139,0.6969696969697452,0.033876811594202305,-20.95701090353545,20.573650947984284,29.367863717682944,21.374994769963326
86,2.9134057971014493,455.2640692640686,765.8874458874448,869.9007854637639,20.11662276964489,-0.44155844155847035,0.6536796536795464,0.03387681159420319,-13.03423848878468,19.295784429470935,23.285589314662598,20.168824524236108
87,2.947282608695652,454.907792207792,766.337662337662,870.4749180206489,15.305647196097198,-0.35627705627661044,0.45021645021722634,0.03387681159420275,-10.516841447309616,13.289811792508559,16.947656224627316,18.736661999155537
88,2.981159420289855,454.6056277056274,766.6883116883112,870.9377985165429,12.041100369402557,-0.3021645021646009,0.3506493506491779,0.03387681159420275,-8.919508299190397,10.350718799911608,13.663638167566132,14.316049898410991
89,3.015036231884058,454.3575757575754,766.9393939393933,871.2907461978511,8.841682892598328,-0.2480519480520229,0.25108225108215265,0.03387681159420319,-7.322175151054302,7.4116258073447625,10.418562571238702,
90,3.0489130434782608,454.163636363636,767.0909090909082,871.5368545675994,7.264803213960518,-0.19393939393938808,0.15151515151490003,0.03387681159420275,-5.724842002916722,4.4725328147714,7.264803213960205,
