frame,tempo (s),x (px),y (px),distancia acumulada (px),velocidade (px/s),x (m),y (m),distancia acumulada (m),velocidade (m/s)
48,1.626086956521739,431.17316017315954,460.75324675324606,538.5055120770294,456.8432268802753,0.5748975468975461,0.6143376623376615,0.7180073494360393,0.6091243025070339
49,1.659963768115942,437.4588744588738,473.8095238095232,552.9960805493806,409.90808613469744,0.5832784992784985,0.6317460317460311,0.7373281073991742,0.5465441148462633
50,1.6938405797101448,444.21212121212056,485.2467532467525,566.2782700868802,495.48057180531214,0.5922828282828275,0.6469956709956701,0.7550376934491737,0.6606407624070829
51,1.7277173913043478,453.4805194805188,503.2943722943716,586.5666845086537,542.7393764430817,0.6046406926406919,0.6710591630591622,0.782088912678205,0.723652501924109
52,1.7615942028985507,461.2770562770557,517.8181818181811,603.0508292879151,502.9114055542432,0.6150360750360744,0.6904242424242415,0.8040677723838869,0.670548540738991
53,1.7954710144927537,467.3549783549777,534.3246753246746,620.6407543777273,529.1900129115529,0.6231399711399703,0.7124329004328995,0.8275210058369697,0.7055866838820707
54,1.8293478260869565,473.1774891774885,551.6363636363628,638.905370017792,532.8584553065211,0.6309033189033181,0.7355151515151506,0.8518738266903895,0.7104779404086949
55,1.8632246376811596,475.4199134199128,569.3333333333325,656.7438453713214,475.99389095667175,0.6338932178932172,0.7591111111111101,0.8756584604950953,0.6346585212755624
56,1.8971014492753624,476.2943722943716,583.7186147186139,671.1556807456534,448.8121833454388,0.6350591630591622,0.7782914862914854,0.8948742409942047,0.5984162444605852
57,1.9309782608695647,474.5021645021638,599.6147186147177,687.152496924074,442.4242634491802,0.6326695526695518,0.7994862914862904,0.9162033292320987,0.5898990179322403
58,1.964855072463768,473.45021645021575,613.5541125541117,701.1315275807973,411.47345009928176,0.6312669552669544,0.8180721500721491,0.9348420367743965,0.5486312667990424
59,1.9987318840579709,472.9783549783543,627.4458874458866,715.0313140141341,428.8983002690184,0.6306378066378058,0.8365945165945156,0.9533750853521789,0.5718644003586913
60,2.032608695652174,471.679653679653,642.5497835497827,730.1909414033721,454.63956980316107,0.6289062049062041,0.8567330447330437,0.9735879218711629,0.6061860930708814
61,2.0664855072463766,470.53246753246685,658.1515151515142,745.8347921131164,480.55552454919234,0.6273766233766226,0.8775353535353524,0.9944463894841553,0.6407406993989232
62,2.10036231884058,468.2900432900426,674.9177489177479,762.7503193347848,510.8285143228768,0.6243867243867236,0.8998903318903306,1.0170004257797132,0.6811046857638359
63,2.1342391304347825,466.3939393939387,692.5108225108215,780.4452747864418,525.0464666298085,0.621858585858585,0.9233477633477621,1.0405936997152558,0.7000619555064114
64,2.1681159420289853,464.2424242424236,710.2597402597393,798.3241197912246,580.8026403274998,0.6189898989898982,0.9470129870129858,1.0644321597216329,0.7744035204366665
65,2.2019927536231885,461.653679653679,731.5757575757565,819.7967580260224,540.4581636029961,0.6155382395382387,0.9754343434343421,1.0930623440346967,0.7206108848039949
66,2.235869565217391,459.623376623376,746.5844155844145,834.9421185570799,361.7696000851101,0.6128311688311681,0.9954458874458861,1.1132561580761067,0.48235946678014685
67,2.269746376811594,457.2683982683976,755.6493506493496,844.3079591912091,245.74781306481415,0.609691197691197,1.0075324675324662,1.125743945588279,0.32766375075308557
68,2.303623188405797,455.1645021645015,762.6233766233755,851.592423282848,131.70656333928127,0.6068860028860021,1.0168311688311675,1.1354565643771308,0.17560875111904173
69,2.3375,453.5281385281378,762.7186147186137,853.2315560551389,47.86905583797852,0.6047041847041837,1.0169581529581517,1.1376420747401852,0.06382540778397137
70,2.3713768115942027,451.9307359307353,762.8658008657998,854.8357252544791,71.67417634164121,0.6025743145743138,1.0171544011543998,1.1397809670059724,0.09556556845552164
71,2.405253623188406,451.85281385281314,759.6147186147175,858.0877411913297,53.241983367875946,0.6024704184704176,1.0128196248196235,1.1441169882551063,0.07098931115716793
72,2.4391304347826086,451.9870129870124,759.9437229437218,858.4430625333897,34.367969502316555,0.60264935064935,1.013258297258296,1.1445907500445198,0.04582395933642208
73,2.473007246376812,452.83116883116816,761.7272727272716,860.4162956467402,49.33213477259597,0.603774891774891,1.0156363636363623,1.147221727528987,0.06577617969679464
74,2.5068840579710145,453.722943722943,762.7662337662327,861.7854934038518,39.7748659467743,0.604963924963924,1.0170216450216438,1.1490473245384691,0.05303315459569907
75,2.5407608695652173,454.4761904761898,763.8571428571418,863.1111869264673,38.00600397127164,0.6059682539682532,1.0184761904761892,1.1508149159019565,0.050674671961695526
76,2.57463768115942,455.675324675324,764.207792207791,864.3605378758183,24.312940814363174,0.6075670995670988,1.0189437229437215,1.1524807171677578,0.0324172544191509
77,2.6085144927536232,456.06060606060544,764.3073593073582,864.7584767570056,13.947679641425566,0.6080808080808073,1.0190764790764777,1.1530113023426742,0.018596906188567422
78,2.642391304347826,456.41125541125473,763.8874458874448,865.305543706596,16.91036750035346,0.6085483405483397,1.018516594516593,1.153740724942128,0.022547156667137948
79,2.6762681159420287,456.658008658008,763.3419913419903,865.9042154246021,16.389758139061087,0.608877344877344,1.0177893217893204,1.1545389538994695,0.021853010852081453
80,2.710144927536232,456.9567099567093,762.9264069264059,866.4160092036991,10.012603355698957,0.6092756132756124,1.017235209235208,1.1552213456049323,0.013350137807598611
81,2.7440217391304347,456.8874458874452,763.077922077921,866.582605579499,6.469402565902783,0.6091832611832604,1.0174372294372283,1.155443474105999,0.008625870087870378
82,2.777898550724637,456.7835497835491,763.3290043290033,866.8543346674034,13.857791663962416,0.6090447330447323,1.0177720057720046,1.155805779556538,0.01847705555194989
83,2.8117753623188406,456.5974025974019,763.9696969696959,867.5215211741225,18.63693229641831,0.608796536796536,1.0186262626262612,1.156695361565497,0.024849243061891083
84,2.845652173913044,456.4155844155838,764.5367965367955,868.1170543556029,23.473619457159657,0.6085541125541118,1.0193823953823942,1.1574894058074707,0.03129815927621288
85,2.879528985507246,455.7056277056271,765.2337662337652,869.111943941691,26.32672651617395,0.6076075036075028,1.0203116883116872,1.1588159252555883,0.03510230202156527
86,2.9134057971014493,455.2640692640686,765.8874458874448,869.9007854637639,20.11662276964489,0.6070187590187582,1.0211832611832599,1.1598677139516853,0.02682216369285986
87,2.947282608695652,454.907792207792,766.337662337662,870.4749180206489,15.305647196097198,0.6065437229437227,1.0217835497835495,1.160633224027532,0.020407529594796265
88,2.981159420289855,454.6056277056274,766.6883116883112,870.9377985165429,12.041100369402557,0.6061408369408366,1.0222510822510817,1.1612503980220574,0.016054800492536745
89,3.015036231884058,454.3575757575754,766.9393939393933,871.2907461978511,8.841682892598328,0.6058101010101006,1.0225858585858578,1.1617209949304683,0.01178891052346444
90,3.0489130434782608,454.163636363636,767.0909090909082,871.5368545675994,7.264803213960518,0.6055515151515147,1.0227878787878777,1.162049139423466,0.009686404285280692
